rundate,vdate,station,tmax.obs,tmin.obs,precip.obs,wspd.obs,tmax.gec00,tmax.gep01,tmax.gep02,tmax.gep03,tmax.gep04,tmax.gep05,tmax.gep06,tmax.gep07,tmax.gep08,tmax.gep09,tmax.gep10,tmax.gep11,tmax.gep12,tmax.gep13,tmax.gep14,tmax.gep15,tmax.gep16,tmax.gep17,tmax.gep18,tmax.gep19,tmax.gep20,tmin.gec00,tmin.gep01,tmin.gep02,tmin.gep03,tmin.gep04,tmin.gep05,tmin.gep06,tmin.gep07,tmin.gep08,tmin.gep09,tmin.gep10,tmin.gep11,tmin.gep12,tmin.gep13,tmin.gep14,tmin.gep15,tmin.gep16,tmin.gep17,tmin.gep18,tmin.gep19,tmin.gep20,precip.gec00,precip.gep01,precip.gep02,precip.gep03,precip.gep04,precip.gep05,precip.gep06,precip.gep07,precip.gep08,precip.gep09,precip.gep10,precip.gep11,precip.gep12,precip.gep13,precip.gep14,precip.gep15,precip.gep16,precip.gep17,precip.gep18,precip.gep19,precip.gep20,wspd.gec00,wspd.gep01,wspd.gep02,wspd.gep03,wspd.gep04,wspd.gep05,wspd.gep06,wspd.gep07,wspd.gep08,wspd.gep09,wspd.gep10,wspd.gep11,wspd.gep12,wspd.gep13,wspd.gep14,wspd.gep15,wspd.gep16,wspd.gep17,wspd.gep18,wspd.gep19,wspd.gep20
2016092606,2016092700,KEYW,83,74,0.34,23,84.2995,84.2995,84.7484,84.3551,84.2084,84.7198,84.8661,84.626,84.4774,84.6598,84.4148,84.6836,84.6237,84.5061,84.4196,84.4458,84.6332,84.4194,84.3861,84.5013,84.3216,83.0111,82.505,83.1921,82.3049,81.9529,82.4975,82.8495,82.8005,82.3306,82.8294,82.7616,82.0748,83.0064,83.7298,83.0414,82.5673,82.4563,83.0654,82.5571,82.4033,83.2525,0.1628,0.2825,0.1634,0.2701,0.1878,0.2849,0.2227,0.2694,0.5514,0.2238,0.2594,0.603,0.2637,0.0079,0.1787,0.2038,0.3696,0.0688,0.5084,0.471,0.0589,6.3436,6.932,6.833,8.4034,6.5887,7.8691,8.2158,8.932,10.2055,7.5261,6.1206,8.8723,7.3752,6.8965,5.6733,6.2963,5.3332,7.625,7.8488,8.154,8.8244
2016092606,2016092700,KGRI,83,45,0,18,82.3188,83.9513,80.8171,82.0877,83.8454,81.6729,81.5247,81.7878,81.1575,82.7759,82.8943,81.6801,81.154,81.2599,81.6975,83.4113,81.6218,82.4549,83.1942,83.1129,80.2276,52.8448,53.4112,52.6682,51.8033,53.7202,53.4835,52.7158,52.6171,52.6632,53.3708,52.9771,52.3278,52.8482,52.4848,52.9911,52.1868,52.6065,51.4982,53.5648,53.3337,52.8958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.2039,10.2891,11.614,11.7056,9.4181,9.9194,11.3056,10.2208,10.2446,12.0628,9.3215,11.8455,13.0485,12.3823,11.2719,10.4541,10.6327,9.3217,11.3313,10.6081,13.0019
2016092606,2016092700,KMDT,76,54,0,10,71.8673,71.3893,72.1109,72.0856,71.4393,71.9782,72.6646,72.0309,71.5846,71.1138,71.8401,70.1232,71.693,71.5846,72.2273,71.9245,71.5591,71.9509,72.1773,71.8901,70.5749,45.7551,47.529,46.0067,45.2047,47.8091,46.4581,46.4965,46.3647,46.2541,45.2739,46.6849,45.1888,44.8997,45.8581,46.0348,46.5556,46.3463,47.1687,46.9654,46.9239,45.6926,0.1513,0.1595,0.2233,0.1871,0.2525,0.1563,0.0978,0.1792,0.3147,0.2414,0.204,0.3121,0.1783,0.2483,0.1707,0.1272,0.1674,0.1623,0.1492,0.1805,0.1882,7.1314,8.3181,7.6142,6.7574,7.967,8.2685,7.3089,7.4537,7.0842,6.8959,7.249,8.0855,7.2051,7.3207,6.684,6.4904,7.7829,9.2483,6.4865,8.1942,7.7282
2016092606,2016092700,KRNO,90,48,0,8,78.7134,78.4719,78.543,79.0024,78.7839,78.8084,78.8934,78.723,78.7225,78.5809,78.495,78.6519,79.4099,78.5094,78.7609,78.4854,78.8795,78.5809,78.7609,78.927,78.637,47.9286,47.6162,47.9997,48.1326,47.6997,48.4145,48.5042,47.4117,47.8197,47.4357,47.6162,47.9046,48.8286,47.7016,48.3395,47.1842,47.8782,47.9752,47.6632,48.0621,48.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4868,4.7827,5.1188,4.1872,3.3344,3.5356,4.0009,4.7138,5.4763,4.4803,5.0142,4.8648,4.2488,4.99,4.1321,4.2541,4.5225,3.9379,4.092,4.6885,5.5951
2016092606,2016092700,KSEA,69,54,0.02,18,79.2679,78.4226,79.3508,78.692,78.5443,79.0075,79.2227,79.6279,79.9014,79.6238,79.557,80.3252,78.2759,80.3669,79.5873,79.614,79.1755,77.8422,80.2365,79.0863,80.9244,49.5811,48.6076,49.8985,47.5418,48.668,50.3249,49.3084,48.5679,50.9067,50.0534,51.5327,49.9304,51.6652,48.8635,51.6178,48.1559,50.8036,46.9534,48.9948,48.8086,50.4981,0.0016,0.005,0,0.0031,0.0046,0,0.0033,0.0038,0.0028,0.0049,0,0.0057,0,0.0041,0.0005,0.0043,0,0.0148,0.0024,0.0061,0.0057,5.3018,5.6116,5.9055,5.4744,5.3381,5.1984,4.8937,5.6309,5.4163,5.0464,4.0595,5.267,4.2709,5.3596,4.9461,5.6143,5.751,5.9159,5.5259,5.0444,4.5787
2016092606,2016092700,KTVC,58,51,0.24,20,57.0657,57.0702,57.0843,58.2764,56.1072,56.9038,57.5095,57.2653,57.4036,56.7185,56.5742,58.9152,57.1537,57.3426,57.4849,56.7406,57.2338,56.6107,57.2768,57.0392,56.417,51.333,51.3437,51.7757,51.7816,51.0028,51.1304,51.1993,52.5691,53.1277,51.6319,51.3772,52.2642,51.6952,50.5453,51.3848,52.2171,51.8188,51.9438,51.8053,50.9954,50.6485,0.3423,0.3885,0.3304,0.3754,0.4009,0.3723,0.4331,0.4053,0.4623,0.4401,0.3554,0.3575,0.2881,0.3305,0.3308,0.3819,0.3488,0.5036,0.24,0.5096,0.3103,18.4867,19.1983,18.4604,19.3908,19.2312,18.4297,18.0128,19.1312,18.9837,19.8331,18.0713,19.0274,18.4873,18.1669,18.3308,19.3003,18.817,18.985,18.5209,18.8902,17.2179
2016092706,2016092800,KEYW,87,77,0,8,84.2975,84.2975,84.1799,84.1799,84.384,83.9999,84.384,84.3551,84.204,84.384,84.3264,84.2664,84.415,84.2088,84.1151,84.1464,83.9951,84.0557,84.1751,84.3264,84.2975,83.424,83.244,83.2439,83.0951,83.5129,83.0016,83.3174,83.484,83.0412,83.7503,83.4816,83.4816,83.6288,83.3613,83.093,83.3616,83.484,83.0202,83.484,83.4877,83.3951,0,0,0,0,0,0,0.0233,0,0,0,0,0,0.0118,0,0,0,0,0.0111,0,0,0,4.2534,4.7537,5.4797,4.7724,4.4952,4.959,5.2185,4.9717,5.094,5.3861,3.6302,4.3219,6.572,4.5909,4.8526,4.897,4.2699,5.24,4.5309,4.7486,5.6215
2016092706,2016092800,KGRI,70,43,0,18,71.8713,72.2248,71.5328,72.2668,72.198,72.6602,70.9097,72.9937,70.9573,72.6144,71.9397,72.3971,72.5985,73.1983,73.6308,72.743,72.9564,71.7605,71.9222,72.6973,71.0865,49.7299,49.6789,49.7265,49.0099,50.653,51.1406,49.0912,51.62,49.9576,48.8371,49.7265,50.0389,49.4248,47.2875,50.7358,49.7495,49.8041,49.9825,48.7754,50.3989,47.7428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.7558,11.6399,12.2551,11.0865,12.2607,13.2513,12.3377,12.3,12.5112,11.3061,12.4441,12.1755,11.9287,13.0714,12.1566,12.3081,11.5695,11.1023,12.438,11.4531,12.2283
2016092706,2016092800,KMDT,75,54,0.16,24,71.7682,70.8269,71.4529,70.0103,70.3413,68.7982,74.0264,72.4829,72.3293,68.8803,73.1879,72.2397,72.5467,68.6973,70.3269,75.1945,74.6944,70.2984,72.0506,72.2862,72.4142,47.6873,47.5666,47.7939,49.6072,47.6101,46.9119,49.0724,47.4382,48.3517,47.9877,48.4011,48.4612,46.6603,47.2676,48.0266,47.7545,46.6184,46.9473,50.1113,47.7558,48.6513,0.8348,0.614,0.9861,2.0277,0.3801,0.3152,1.9239,0.3647,1.0579,1.5549,1.0068,0.7111,0.9228,1.6585,1.33,0.3953,0.1184,0.8008,1.0333,0.5952,1.4745,15.6225,16.5016,16.0172,13.4114,13.0639,12.326,13.9235,15.5768,16.3714,14.7638,16.0291,12.5296,15.7346,14.6812,14.564,15.1079,15.4292,17.0997,15.1003,16.0554,16.7909
2016092706,2016092800,KRNO,,,,,78.7902,78.4777,78.5118,78.9847,78.8047,78.8138,78.2738,78.3112,78.5492,78.7288,79.1502,78.5157,78.8282,79.2928,78.2881,78.7768,78.3452,78.4777,78.6578,78.3357,78.8992,48.5386,48.7413,48.3489,48.8894,49.1774,48.8972,49.2803,48.0221,48.5233,48.2985,49.1391,48.865,48.8751,48.9435,48.9696,48.9769,48.9068,48.3581,48.8505,48.7295,49.2337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3313,7.4995,7.2183,7.6495,7.1138,7.1443,7.5546,7.2153,7.0758,7.3854,7.1736,7.45,7.4305,7.2906,7.4095,7.5678,7.2411,7.3078,7.2779,7.3579,7.3137
2016092706,2016092800,KSEA,,,,,68.4303,69.4444,68.9285,68.1095,68.8069,69.2252,68.4468,68.5746,68.5938,68.4419,68.8652,68.3314,68.732,68.5052,67.6052,69.8009,68.8296,68.8727,69.1428,68.0236,68.8425,44.9738,46.3409,46.168,44.8344,45.1409,46.7098,45.081,45.6872,45.6478,44.6454,45.5488,44.6166,45.3519,45.4843,43.8959,46.3781,46.3773,46.5925,45.6964,43.9851,45.8876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2153,5.2107,5.5622,5.6385,5.2453,5.0556,5.206,5.4973,5.0394,5.0565,5.2019,5.1173,4.9518,5.2726,5.4847,4.8305,5.3381,5.0669,5.2601,5.2031,5.2117
2016092706,2016092800,KTVC,,,,,65.08,62.7331,62.9226,63.9721,62.7797,65.573,65.6194,64.7847,63.0775,64.4141,67.0496,64.26,67.0292,67.5873,64.3966,61.8429,64.4598,63.0961,65.7645,63.5459,67.3928,49.2664,49.2754,50.0288,49.7956,48.7681,50.4999,49.7267,49.3301,49.6552,49.5398,50.098,50.6061,50.7306,49.7281,50.4337,49.7902,49.4167,49.2906,49.792,49.375,49.6764,0.0957,0.0926,0.1677,0.115,0.1427,0.2121,0.1611,0.1468,0.1189,0.1144,0.0607,0.132,0.1932,0.0912,0.1394,0.1042,0.1132,0.0877,0.1371,0.1079,0.1094,13.6225,12.1281,14.5023,13.998,14.3291,14.6333,15.1775,13.4045,12.7294,13.5085,13.4423,14.9978,15.2018,14.5172,14.4109,12.9292,12.771,12.6625,15.1117,14.8317,17.2304
2016092806,2016092900,KEYW,88,79,0,8,84.247,84.096,84.4511,84.1512,84.1822,83.782,84.2709,83.916,84.5112,83.753,84.2112,83.6736,84.4508,84.4798,84.1512,84.3287,83.9446,84.3912,84.1198,83.9446,84.1822,83.1888,82.8864,83.3013,83.2778,83.1994,82.8264,83.3399,83.0999,83.4553,83.0064,83.2175,83.0978,83.4025,83.1648,83.3378,83.0033,83.2512,83.2095,83.3977,83.0041,83.3975,0.0114,0,0.0188,0,0.0096,0,0.0059,0.004,0.0469,0,0,0,0.0496,0.008,0,0.1251,0,0.0405,0.0353,0.0211,0.0048,5.7458,5.0073,4.7654,4.1157,5.3112,3.9905,5.6895,7.0737,6.4356,5.5838,4.8144,5.2961,6.1179,5.7519,6.4178,5.6395,5.1876,4.3229,5.4743,4.9057,6.0895
2016092806,2016092900,KGRI,69,38,0,10,69.3905,69.417,69.0305,69.237,68.7519,69.3747,68.6706,69.777,68.9318,69.3675,69.8088,69.4416,70.1105,69.2105,69.6534,69.7275,69.7029,69.5475,68.646,68.7216,68.6706,44.1181,44.4002,43.6291,44.1938,44.0792,43.3576,43.5781,45.5861,44.6596,43.8568,43.7391,44.4002,44.9119,44.252,44.3737,44.8397,44.9153,44.7091,43.3679,44.3261,43.5392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8852,6.7737,7.0267,6.5699,6.8071,6.9506,6.9432,7.0996,7.2269,6.6891,6.9911,6.6124,6.9546,6.6939,6.8545,6.9212,7.0213,7.2329,6.4924,7.4093,6.8873
2016092806,2016092900,KMDT,62,59,0.84,23,65.0823,66.1269,64.4697,64.5216,65.7189,65.9735,65.0463,65.5117,66.0672,64.2028,65.5752,65.3986,64.0681,64.199,64.5441,64.5051,63.6045,63.517,65.0451,63.5524,64.0061,58.0975,59.7565,58.1209,57.5683,59.323,59.0227,57.3275,57.0067,59.2146,57.1702,59.2547,56.8131,55.5529,56.9909,61.3375,56.1594,58.6298,57.9909,58.0747,58.1475,55.8563,1.6326,1.9108,1.7273,1.9101,1.3972,1.8478,1.4287,1.3423,2.1011,1.5645,1.6588,1.897,1.8208,1.4886,1.0953,1.6483,1.0443,1.3085,0.8441,1.2091,2.3981,20.7822,20.7158,20.2444,19.99,19.2168,20.3513,19.7322,21.1607,19.0884,20.473,20.5637,20.4583,19.8152,21.3598,20.6236,20.8657,20.845,19.3433,19.3323,21.1821,20.6276
2016092806,2016092900,KRNO,,,,,77.1948,77.3748,76.7498,77.3172,76.8962,76.9063,76.6592,77.1574,76.9534,77.0148,77.5313,76.9538,76.6861,76.9538,77.0724,77.2524,76.7777,76.7734,77.2659,76.9002,76.8618,52.0561,51.3592,52.3969,51.8016,52.4166,51.6212,51.7436,51.8425,51.4882,52.1612,53.3465,52.1415,52.3215,52.3729,51.5876,51.6949,51.5972,52.0559,53.6271,51.2852,53.0397,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,0,0,0,0,0,0,0.0006,10.9128,11.9323,10.1788,12.0105,10.4709,11.77,11.266,10.6241,12.0262,11.0971,8.8036,10.4584,11.1636,9.6348,11.5245,9.1748,11.7085,10.6404,9.3397,12.4044,10.8582
2016092806,2016092900,KSEA,,,,,67.3034,67.2169,68.0118,67.5061,66.9902,67.5302,68.0233,66.525,67.2169,67.7974,67.1359,67.4882,68.0473,68.5114,66.8175,67.6518,67.2843,67.3742,69.0348,66.6872,67.8851,41.3405,42.8164,42.7662,41.4634,41.0095,40.437,41.2185,40.1486,39.1548,40.5552,41.8385,41.5557,41.494,43.2544,40.9972,41.7242,41.0821,41.3638,44.3373,38.5049,40.6245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0933,4.3413,4.2959,3.9233,4.242,4.155,3.4666,4.3703,3.5241,3.902,4.5847,3.9372,3.5525,4.6308,3.6318,4.0715,4.4366,4.289,4.3017,3.189,3.262
2016092806,2016092900,KTVC,,,,,68.8918,68.2637,67.3704,69.4386,69.0202,69.2222,66.4506,69.15,69.6339,65.7882,68.8402,69.2017,68.6989,68.733,67.8338,69.6756,69.2883,69.7273,69.2222,68.2068,67.1578,56.3001,55.8831,56.5591,56.2636,55.356,55.8467,56.5591,56.8257,55.738,56.8325,56.5955,56.4505,57.0474,56.5591,56.3221,55.4927,56.2484,54.608,55.508,56.177,56.5006,0,0,0.0012,0,0,0,0.0002,0,0,0.0002,0,0,0.0025,0.0012,0,0,0,0,0,0,0.0012,18.4723,19.024,17.8563,19.0799,18.143,18.2062,18.1235,19.1528,17.9314,18.9633,18.5502,18.7416,19.6023,19.4925,18.4705,18.071,18.6333,17.2318,18.2925,18.6668,18.7574
2016092906,2016093000,KEYW,,,,,84.2995,84.5709,84.0499,84.6529,84.3285,84.1416,84.9598,84.2082,84.8064,84.308,84.4485,84.3769,84.548,84.6553,84.5396,84.4678,84.2396,84.8085,84.6491,83.982,84.1811,83.5101,83.7864,83.215,83.5411,83.5105,83.2676,83.4492,83.1452,83.8414,83.4165,83.419,83.1574,83.4542,83.6089,83.4573,83.5798,83.6752,83.6852,83.7574,82.9727,83.4213,0.0335,0.0308,0.032,0.374,0.0937,0.1533,0.2033,0.1891,0.1772,0.1551,0.0278,0.0414,0.2511,0.1993,0.239,0.1263,0.0615,0.0832,0.1128,0.0238,0.0722,9.238,9.553,8.9479,7.772,10.0981,8.7148,9.3298,9.352,8.8489,9.9843,7.2332,9.5794,11.9751,9.7414,10.0883,10.8094,9.7152,8.684,10.3749,6.6125,10.0445
2016092906,2016093000,KGRI,70,39,0,12,72.9924,72.7576,72.6324,73.4265,72.7576,72.6573,72.7065,73.4813,72.9924,73.2976,73.2219,72.9924,73.4813,72.8865,72.8635,73.273,72.9376,72.8865,73.1724,73.1724,72.9111,46.9736,46.9699,47.1162,47.0988,47.0565,47.3106,46.5713,47.4906,48.0729,47.1767,46.9982,46.9895,45.5495,46.8447,47.5575,46.7778,46.6613,46.9736,46.7354,47.2293,47.1729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8327,7.1,7.6657,6.9617,6.5545,7.0646,7.3731,8.3016,6.8575,6.8123,7.6542,6.3597,6.5196,6.9573,6.8668,7.2893,6.6774,7.4599,7.1039,8.0926,7.6843
2016092906,2016093000,KMDT,60,54,0.57,16,59.8937,60.6682,59.2342,58.7343,59.0835,61.0799,58.875,60.4778,59.785,59.7481,62.736,59.4789,59.8461,61.813,60.6165,60.2647,58.6717,63.2261,61.4356,58.5728,58.3565,55.6617,56.1274,55.1217,55.0836,54.9563,54.4556,53.7101,54.5709,56.3044,55.1325,55.8417,54.9429,54.2999,56.7672,56.8456,52.9872,54.9537,54.9563,55.6599,54.9025,55.7282,0.3971,0.4929,0.306,0.3751,0.5325,0.5532,0.373,0.3173,0.2693,0.5779,0.46,0.5673,0.2287,0.3001,0.3622,0.4512,0.3538,0.3084,0.3702,0.3754,0.3708,15.9345,16.317,17.1574,15.6235,16.7156,16.493,14.0683,15.7438,15.8831,15.8757,15.8644,15.559,16.478,16.7098,16.4215,14.9631,14.495,16.0116,15.4101,14.4855,14.5652
2016092906,2016093000,KRNO,,,,,71.5761,71.2732,71.1786,71.0596,71.6572,71.5146,71.6332,71.997,71.8646,72.0925,71.4196,71.7661,71.5482,71.2357,71.6726,72.2246,72.1176,71.5737,72.1535,71.4532,71.8646,45.8343,44.52,46.136,44.6206,45.6773,44.9723,46.5154,46.4828,46.251,46.3965,45.963,46.3602,45.8914,45.8118,45.1005,45.8382,45.0987,45.5416,46.3676,45.9491,46.7633,0,0,0,0,0,0,0,0,0,0,0,0,0.0009,0.0054,0.0032,0,0,0,0,0,0,15.3785,15.414,15.697,15.8114,15.8032,16.6485,15.6924,15.3735,16.328,15.4001,15.1048,15.4372,15.3251,14.8196,16.8588,15.2702,16.2727,14.9797,13.8077,15.3105,15.4778
2016092906,2016093000,KSEA,,,,,64.9964,64.6831,64.7447,64.6082,64.6136,65.1888,65.1653,64.5601,64.9441,65.5439,65.3234,65.752,65.1255,65.5247,64.5717,64.4055,64.5498,64.6831,65.9672,64.7771,65.2883,40.8135,40.7545,38.9641,40.9978,40.6135,41.9341,40.9577,40.6724,40.8802,41.467,40.9647,41.1433,40.5773,41.974,40.7055,37.6709,38.6679,40.663,40.1458,39.6411,41.0046,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0,0,0,3.364,4.0086,3.5404,4.2488,4.0811,3.4801,4.1125,3.2745,3.486,4.3839,3.8232,3.4661,3.8995,3.0597,3.1042,4.2406,5.1189,3.1709,3.8834,3.1947,3.9826
2016092906,2016093000,KTVC,,,,,66.942,67.5684,67.9441,68.2627,63.999,67.5843,65.9678,63.5717,68.3822,69.8927,65.5597,68.3247,63.1814,65.889,64.9841,69.3649,66.6071,64.7427,68.1218,64.8146,67.122,57.6391,57.0125,57.2337,57.9246,57.8756,56.8531,57.1618,57.2271,57.9193,56.5045,56.5302,57.6459,57.0861,57.077,57.8938,57.3436,56.9722,57.2426,56.639,57.4523,57.2358,0.1279,0.0578,0.0792,0.1027,0.1718,0.1769,0.2351,0.2634,0.0696,0.1256,0.0818,0.0488,0.3654,0.219,0.2298,0.043,0.2863,0.2685,0.1317,0.0883,0.0703,17.8199,18.733,17.9556,18.0896,17.9705,17.6643,17.1295,17.2661,18.2851,18.1941,18.4032,18.1473,17.9875,17.7427,17.6113,17.3825,17.4012,17.9931,18.7383,18.3802,18.3936
2016093006,2016100100,KEYW,,,,,84.2915,84.1944,84.341,84.2702,84.36,84.2227,84.4296,84.2333,84.2881,84.2818,84.3165,84.1944,84.372,84.5085,84.1054,84.2765,84.2828,84.3144,84.163,84.3803,84.4296,82.7833,82.6895,82.9057,83.0253,83.2125,82.7276,83.0767,83.0881,83.0905,82.7548,83.2135,82.7546,83.3302,83.2235,82.9149,83.1732,82.6605,82.7282,83.2391,82.9046,83.1576,0.2751,0.3746,0.2328,0.2372,0.0961,0.3593,0.065,0.0756,0.1522,0.2872,0.1554,0.1713,0.1641,0.2349,0.258,0.114,0.2582,0.3286,0.269,0.18,0.2726,14.1111,13.0336,13.3205,13.71,13.7928,11.8823,15.4526,13.3741,11.9044,13.6902,13.7389,12.5096,14.9771,13.7917,13.4627,12.1745,13.1709,13.1603,13.6169,12.0823,14.546
2016093006,2016100100,KGRI,75,49,0,14,75.3854,75.779,75.4296,76.6862,75.5071,75.5688,76.1795,76.5448,76.296,76.0347,75.4172,75.2742,75.2655,76.5501,75.5442,76.4177,74.9282,75.0288,75.779,74.1817,75.1577,51.3311,49.4722,51.1943,52.3983,53.0408,49.9523,51.6235,51.0093,50.8453,50.5241,49.289,50.3506,52.1022,51.1893,50.0651,50.3388,50.773,48.9692,51.366,52.5989,49.5197,0,0,0,0,0,0,0,0.0003,0,0,0.0005,0,0,0.0054,0,0,0,0,0,0,0,8.1358,8.0759,7.6665,8.0871,8.7026,8.2368,8.5745,9.99,8.257,8.3489,8.2347,7.8036,9.0142,8.522,7.7983,8.4138,7.6794,7.9658,7.9711,8.3464,7.7562
2016093006,2016100100,KMDT,61,56,0.51,8,71.1016,69.3198,69.6105,69.5729,70.6295,68.7867,72.2848,70.3235,70.8649,70.3788,69.4467,71.2947,69.465,71.8476,69.301,71.6627,68.453,72.8354,70.2201,68.9361,69.1474,57.7792,58.8098,55.8646,56.9131,57.0521,57.8349,56.1957,57.1943,56.5401,56.3888,56.5297,57.4028,57.3374,57.3742,57.4293,57.1409,55.6884,57.3024,57.0725,55.3969,56.2034,0.1721,0.1657,0.1479,0.1429,0.232,0.1711,0.2981,0.2755,0.1955,0.1425,0.2144,0.1911,0.151,0.2273,0.1793,0.1721,0.2093,0.1947,0.1797,0.3072,0.1587,14.1924,14.3764,14.315,11.7005,12.5274,12.983,12.8547,12.9902,13.1786,12.6258,13.0068,13.2931,12.9363,10.8681,11.0715,13.1563,12.5621,13.3745,13.4293,11.091,13.2568
2016093006,2016100100,KRNO,,,,,64.6187,64.7382,64.6217,64.1309,63.4583,64.208,64.7601,64.1062,64.9066,64.7636,65.1177,64.4316,64.5337,65.1419,64.8995,64.857,64.8285,64.9377,65.6468,65.0156,65.1423,37.6102,37.6717,37.5862,36.8662,35.9417,36.4111,39.2167,36.6387,37.4677,37.7806,37.0127,37.9467,37.0222,38.4867,37.0602,38.5817,38.1267,38.1603,39.3017,38.5721,37.5526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6086,7.4305,7.8141,7.9391,7.4413,7.6627,7.5645,7.5803,7.8218,7.4672,10.1433,7.8278,7.7131,7.4031,8.7734,8.8532,7.6818,8.8593,11.0014,7.9136,8.8244
2016093006,2016100100,KSEA,,,,,62.0156,62.0304,62.6294,61.4844,61.3512,61.8358,62.0049,61.5713,61.1666,62.4741,62.4521,62.3309,61.7018,63.0108,62.0408,61.5654,61.6973,61.8797,62.0452,62.0709,62.3436,42.1672,43.3655,40.035,42.6738,40.7395,41.7093,41.3172,40.5771,40.2411,42.7418,41.8066,41.182,41.81,43.6108,40.85,41.81,43.0328,39.6384,42.3479,40.1655,39.6277,0.0294,0.0461,0.0086,0.0353,0.0215,0.0286,0.0203,0.0193,0.0126,0.0233,0.0207,0.0131,0.0341,0.05,0.0383,0.021,0.0382,0.0182,0.0203,0.038,0.0136,5.8008,6.9936,8.1203,6.1882,7.1986,6.2943,8.602,6.5439,7.1203,7.1068,6.7662,7.1928,6.0364,7.8863,6.7958,5.2724,5.3945,6.9482,5.3593,6.9103,7.8547
2016093006,2016100100,KTVC,,,,,61.4805,63.5489,62.7074,63.6489,61.4875,61.5407,60.74,60.2187,61.1016,60.6724,61.7571,62.938,62.7635,62.1411,62.1685,62.8909,62.6132,60.8009,61.3486,61.5331,64.0139,55.7056,55.8187,55.5347,56.2723,56.2745,55.839,55.5565,55.0555,55.6728,54.9172,56.1708,55.4928,55.4806,56.1013,56.3177,54.5195,55.9143,55.6304,55.5841,55.1283,56.2228,0.4567,0.3374,0.447,0.159,0.3462,0.2868,0.3317,0.4392,0.202,0.3423,0.5533,0.3444,0.3539,0.229,0.2303,0.1921,0.3584,0.37,0.2948,0.2471,0.5289,15.5362,16.5739,15.2358,15.4065,13.7623,14.9241,14.5309,14.3327,15.4638,14.7722,16.3449,15.9784,14.5016,15.5579,13.8526,16.3987,15.5613,15.6682,16.2307,15.9956,15.271
2016100406,2016100500,KEYW,,,,,83.543,83.5583,83.9397,83.6298,84.0406,84.012,83.7379,83.391,83.5606,83.931,84.0086,83.0206,83.3162,83.2006,83.7695,83.6951,83.3806,83.6499,83.4093,83.4389,82.9917,81.6264,82.0267,81.7439,82.1639,82.1329,81.6195,81.564,81.4154,81.8353,82.0126,82.0415,81.9171,82.1639,81.6264,82.193,81.7439,81.4753,81.895,81.9526,81.7464,81.5588,0.5087,0.2218,0.1148,0.2127,0.054,0.3432,0.0113,0.0548,0.1581,0.1179,0.1782,1.3633,0.5094,0.3422,0.2466,0.0852,0.342,0.491,0.9378,0.7452,1.2497,18.5323,14.1164,15.9612,17.7761,16.9273,15.6804,15.8585,13.6826,15.9536,19.6222,16.8755,20.6196,16.288,16.156,15.6688,17.2257,16.1236,17.1539,18.5348,17.0997,22.1865
2016100406,2016100500,KGRI,73,40,0,9,71.8441,71.5734,71.3881,73.1196,74.4479,73.1635,73.969,74.6967,72.9764,71.0037,71.3137,72.0571,74.1596,73.045,70.8694,70.5859,72.6145,70.605,72.4559,70.4109,74.4338,50.8311,50.6121,50.6033,51.4785,53.741,50.8999,50.3281,49.9186,51.6713,50.5047,49.444,50.5417,49.6946,50.8576,50.4162,50.0528,50.7589,48.4964,51.1643,49.5854,51.683,0,0,0,0,0,0,0,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0947,9.9325,9.9051,10.4675,10.3757,9.2746,9.3378,9.4076,8.2832,7.6655,9.8846,9.3225,9.4255,9.142,9.1972,11.4289,9.0999,9.6524,9.9442,10.5924,9.5962
2016100406,2016100500,KMDT,71,51,0,10,67.5828,67.9094,67.5037,68.1429,67.8076,68.3809,68.1515,67.6129,68.0756,67.8788,68.055,68.9121,67.7943,68.3113,68.4347,68.6304,67.6902,67.84,68.2574,67.2913,67.9947,46.3143,47.263,46.9314,45.5939,47.3097,45.1239,47.6622,46.7281,47.1942,45.9951,45.4515,46.6312,46.5473,45.7729,46.324,46.1427,45.2395,46.3415,45.2704,45.0404,47.5311,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.7337,5.3235,6.4091,5.7571,5.0303,5.9462,6.1541,6.5591,5.6621,5.7159,6.4324,5.5348,5.3484,5.0613,6.2257,6.0264,6.0876,6.1643,6.2921,5.5041,5.5294
